customer_name,customer_party_unique_reference_number,customer_code,ods_key,customer_facility_types,customer_facility_party_role_types
C.E.S.CONTRACTORS EXPORT SERVICES LIMITED,00301187,00002087,00002087,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CARSON HADFIELDS LIMITED,00302883,00002030,00002030,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CD SHAH & KC SHAH,NULL,00002150,00002150,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CELANESE EMULSIONS LIMITED,00302213,00001910,00001910,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CFP INTERNATIONAL LIMITED,00302111,00002089,00002089,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CHANRAI INTERNATIONAL LIMITED,00300188,00002091,00002091,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CHANRAI INTERNATIONAL LTD,00300188,00005704,00005704,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CHLORIDE LTD,00301786,00004410,00004410,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CITADEL COMMERCIAL CO. LIMITED,00301433,00002094,00002094,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CLAYTON FINANCE LIMITED,00301190,00002098,00002098,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CLEVELAND BRIDGE & ENGINEERING COMPANY LTD,00309072,00004088,00004088,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
COLCHESTER LATHE CO LTD,00305594,00000776,00000776,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
COLLETT EXPORT LIMITED,00303308,00002103,00002103,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
COLLIS COLD CONTAINERS LTD,NULL,00002152,00002152,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
COMEL EXPORT SERVICES LTD,00300282,00002106,00002106,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
COMPAIR UK LIMITED,00302296,00004051,00004051,"PARIS CLUB FD TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CONGO COG,NULL,00005604,00005604,"PARIS CLUB CI TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE
PARIS CLUB OD TRANCHE","Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER"
CO-OPERATIVE BANK PLC,00312239,00005683,00005683,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CORNING LTD,00301686,00000795,00000795,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CORONATION (EXPORT IMPORT) LIMITED,00301054,00002109,00002109,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
"COSTAIN OIL, GAS & PROCESS (OVERSEAS) LIMITED",00301895,00004554,00004554,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
COURTAULDS FILMS & PACKAGING EXPORTS LTD,00306703,00003367,00003367,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
COWIES OF BIRMINGHAM LIMITED,00303861,00002486,00002486,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
CP HOLDINGS LIMITED,00300213,00002112,00002112,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CRANE LIMITED,00300221,00001003,00001003,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CRANE PROCESS FLOW TECHNOLOGIES LTD,00302890,00004457,00004457,BUYER CREDIT GUARANTEE,PARIS CLUB PAYEE
CREDIT RESOURCE SOLUTIONS LIMITED,00313139,00002065,00002065,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
CRISP MALTING GROUP LIMITED,00308644,00002115,00002115,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
"CROWN NAIL COMPANY,LIMITED(THE)",00304190,00002119,00002119,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
D J B ENGINEERING LTD,00301808,00000800,00000800,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
D.S.JOHNSTON & COMPANY LIMITED,00302279,00002948,00002948,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DAWSON KEITH LIMITED,00303129,00004360,00004360,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DELTA FLUID PRODUCTS LIMITED,00306391,00003431,00003431,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DENTON HALL BURGIN & WARRENS LIMITED,00313918,00003213,00003213,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DHANAMALL CO. (LONDON ) LIMITED,00300569,00002180,00002180,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
DICKINSON LEGG GROUP PLC,00312973,00004464,00004464,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DON & LOW (HOLDINGS) LIMITED,00301962,00002184,00002184,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DOOSAN BABCOCK ENERGY LIMITED,00300119,00004140,00004140,"BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
EXPORTER/OII INVESTOR
UNINSURED AMOUNT
PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DORMER TOOLS (SHEFFIELD) LIMITED,00301665,00002185,00002185,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DOSCO OVERSEAS ENGINEERING LTD,00302756,00003877,00003877,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DOW CHEMICAL COMPANY LIMITED,00300238,00002186,00002186,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DPI MEDICAL LIMITED,00303711,00002187,00002187,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
DUNLOP LTD.,00300535,00004399,00004399,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
EAGLE SCIENTIFIC LTD DNU,00304809,00000855,00000855,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
EAST-WEST (EXPORT IMPORT) LIMITED,00313804,00002196,00002196,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
EATON LTD,00303451,00005773,00005773,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ECC CARD CLOTHING LTD.,00301595,00002066,00002066,BUYER CREDIT GUARANTEE,PARIS CLUB PAYEE
EDBRO PLC.,00301853,00000873,00000873,PARIS CLUB FD TRANCHE,PARIS CLUB PAYEE
EDMUNDSON ELECTRICAL LIMITED,00313904,00002198,00002198,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ELSON & NEILL LIMITED,00301591,00002254,00002254,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ENERSYS LTD,00302167,00004059,00004059,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ENTRED 10 LIMITED,00304796,00002582,00002582,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
EQUATORIAL CORPORATION PLC,00306948,00002261,00002261,"PARIS CLUB OD TRANCHE
PARIS CLUB CI TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ESCOL PRODUCTS LIMITED,00300488,00002264,00002264,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
EVANTSHAW LIMITED,00301153,00003328,00003328,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
FARCO (U.K.) LIMITED,00303260,00003115,00003115,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
FARRAR & CO. LTD.,00312100,00002158,00002158,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
FARREL LIMITED,00309152,00003847,00003847,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
FEDERAL-MOGUL AFTERMARKET UK LIMITED,00301724,00002280,00002280,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
FEMS IMPEX (U.K.) LIMITED,00301154,00003098,00003098,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
FIAT-ALLIS UNITED KINGDOM LIMITED,00304107,00003301,00003301,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
FINOVA CAPITAL CORPORATION LIMITED **********IN LIQUIDATION***********,00301213,00004561,00004561,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
FRANCIS SHAW & COMPANY (MANCHESTER) LIMITED,00301606,00004266,00004266,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
FUCHS LUBRICANTS (UK) PLC,00311219,00002361,00002361,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
GABON GAB,NULL,00005603,00005603,"PARIS CLUB CI TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE
PARIS CLUB OD TRANCHE","Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER"
GANTWAY LTD,NULL,00002208,00002208,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ENGLISH ABRASIVES & CHEMICALS LIMITED,00300257,00002260,00002260,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ESSEX COMMERCIAL ENTERPRISES LIMITED,00300258,00002265,00002265,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ETHICON (1991) LIMITED,00301971,00000773,00000773,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
EULER HERMES NV (SA),00303810,00001873,00001873,"LINE OF CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE","RE-INSURER ECA
RE-INSURER ECA
PARIS CLUB PAYEE"
EUROTEC AUTOMOTIVE LIMITED,00301736,00002268,00002268,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
EXHOCO 2 LIMITED,00307756,00003287,00003287,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
EXPORT CREDITS GUARANTEE DEPARTMENT,NULL,00002136,00002136,"PARIS CLUB OD TRANCHE
PARIS CLUB CI TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
FAIRPORT CONSTRUCTION EQUIPMENT LIMITED,00311427,00002275,00002275,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
FCE BANK PLC,00300737,00002278,00002278,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
FILTRONA INTERNATIONAL LIMITED,00301168,00002285,00002285,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
FORBES CAMPBELL LIMITED,00308798,00002354,00002354,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
FORCAM (MANAGEMENT) LIMITED,00300851,00002205,00002205,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
FOSTER REFRIGERATOR (U.K.),00304396,00002356,00002356,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
FOUR SEASONS TRADING AND INVESTMENTS LIMITED,00306945,00002358,00002358,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
FREDERICK PARKER (EXPORTS) LIMITED.,00308865,00000742,00000742,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
GEA DENCO LIMITED,00305707,00003134,00003134,"PARIS CLUB FD TRANCHE
PARIS CLUB CI TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
GEOFFREY E. MACPHERSON LIMITED,00304172,00002379,00002379,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
GNB INVESTMENTS LIMITED,00307410,00002392,00002392,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
GODWIN PUMPS LIMITED,00302264,00000751,00000751,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
GRENADA,NULL,00210848,00210848,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","Ultimate Obligor
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
FACILITY CUSTOMER"
GULF CONSUMER GOODS CO. LIMITED,00306600,00002471,00002471,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HALLMARK CARDS PLC,00311710,00002480,00002480,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HAMILTON ACORN LIMITED,00311024,00002483,00002483,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HAMPSON INDUSTRIES P.L.C.,00304196,00002485,00002485,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HAWKER SIDDELEY MANAGEMENT LIMITED,00306538,00004564,00004564,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HAWKER SIDDELEY POWER PLANT LIMITED,00303259,00004549,00004549,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HAYSSEN EUROPE LIMITED,00311393,00002497,00002497,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HIMALAYA IMPEX LIMITED,00300574,00002576,00002576,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HODDER & STOUGHTON LIMITED,00300791,00002578,00002578,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HONEYWELL SPECIALTY WAX & ADDITIVES LIMITED,00302867,00002583,00002583,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HSBC BANK LTD,NULL,00005738,00005738,"LINE OF CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
LINE OF CREDIT GUARANTEE
PARIS CLUB OD TRANCHE","LEAD/AGENT BANK
PARIS CLUB PAYEE
SYNDICATE LENDER
PARIS CLUB PAYEE"
HSBC BANK PLC,00300362,00005684,00005684,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HSBC BANK PLC,00311907,00005686,00005686,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HSBC BANK PLC,00312721,00005698,00005698,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
HSBC INVESTMENT RESIDUARY LIMITED,00307381,00004035,00004035,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
GEE & GARNHAM LIMITED,00300753,00002371,00002371,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
GELLATLY HANKEY (OVERSEAS) LIMITED,00301144,00002373,00002373,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
GENERAL MOTORS CORPORATION,NULL,00002376,00002376,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
